case_id,root,initial_phase,scenario,mechanics,a_updates,b_updates,a_initial_resistance,a_final_resistance,a_initial_coupling,a_final_coupling,a_live,b_initial_resistance,b_final_resistance,b_initial_coupling,b_final_coupling,b_live,drive_deliveries,modulatory_deliveries,fires,resistance_events,proposals,deallocations,crossings,ca_fires,physical_work,final_tick,pressure_phase,raw_trace_hash,body_hash,quiescent,normalized_trace_hash
138,1400000,2,c4_late_modulation,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,153566ca69e3eea5143a672d432df97d36e13f7d5e60706eb6c4bfdd77334537,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1,34905c470018c72c10d29b0b85b791ee56e2b48b2ea39b837d7ffcafef0ffe0b
139,1400000,2,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,3,3,d702adc1dceca0a1f2af9df19ba8a5ed757e572a593547951cb777d775b46a8e,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1,93447b7b77f5a10ffd53a39cd2841257c1511735b7fb1074d78571c3051cb80f
139,1400000,2,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,3,3,d702adc1dceca0a1f2af9df19ba8a5ed757e572a593547951cb777d775b46a8e,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1,93447b7b77f5a10ffd53a39cd2841257c1511735b7fb1074d78571c3051cb80f
140,1400000,2,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,2,2,091c4d6e6677847cc558dda82f60a3b1941519d6cbd9803ec22cb376c999e4ec,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1,b6bae646e50ce3526cb89078e82e78f9b6a6c5025aa8f6e93846b93e4947171b
140,1400000,2,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,2,2,091c4d6e6677847cc558dda82f60a3b1941519d6cbd9803ec22cb376c999e4ec,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1,b6bae646e50ce3526cb89078e82e78f9b6a6c5025aa8f6e93846b93e4947171b
141,1400000,2,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,2,2,778198fe00d06d0e6198530993fa366251e9a0b1f6e2e225eb993a12c5a2b8ab,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1,c637ebc935462ed0c3637d11f7a9339b861e5f8057a8c4b6dddaba39e95af4b5
141,1400000,2,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,2,2,778198fe00d06d0e6198530993fa366251e9a0b1f6e2e225eb993a12c5a2b8ab,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1,c637ebc935462ed0c3637d11f7a9339b861e5f8057a8c4b6dddaba39e95af4b5
142,1400000,2,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,2f0668ce37866d83ddf0dd26c03ca648fa6e98608b77c2b743a53a2c9e51695d,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1,fc871d75277dde43d4b637eee8b1428f5f1946f9357f765c8486b7c4c80da7b8
142,1400000,2,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,2f0668ce37866d83ddf0dd26c03ca648fa6e98608b77c2b743a53a2c9e51695d,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1,fc871d75277dde43d4b637eee8b1428f5f1946f9357f765c8486b7c4c80da7b8
143,1400000,2,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,2,2,a6d862abdbfd6030889904c9ca5740d594ef5653b5c557d6c22241bbf9c661de,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1,263a86a9ff0ed3639827116576459fc854e4c87bb9631f0e02555c21d1941a8d
143,1400000,2,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,2,2,a6d862abdbfd6030889904c9ca5740d594ef5653b5c557d6c22241bbf9c661de,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1,263a86a9ff0ed3639827116576459fc854e4c87bb9631f0e02555c21d1941a8d
144,1400000,3,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,3,3,71e05a84cc40696660f0468213e663cbd94f81adf5f5e4757bc8a57bb8a348e4,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1,36a3c6e3f7ec2cca9b69f7851b12999a13397bb94940704319ae002b486ea64b
144,1400000,3,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,3,3,71e05a84cc40696660f0468213e663cbd94f81adf5f5e4757bc8a57bb8a348e4,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1,36a3c6e3f7ec2cca9b69f7851b12999a13397bb94940704319ae002b486ea64b
145,1400000,3,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,74595d65a0ceff869ef64de9054b67882e4d665c503bc3da18c7b0a385084920,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1,0b084fc69c731b3439068a1b0248b54c9eb9a0dca3649d56ffdb4c7f90ab85b6
145,1400000,3,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,74595d65a0ceff869ef64de9054b67882e4d665c503bc3da18c7b0a385084920,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1,0b084fc69c731b3439068a1b0248b54c9eb9a0dca3649d56ffdb4c7f90ab85b6
146,1400000,3,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,3,3,2719eabd00df02f0fca513418df8528d58f09a3f4a8a7161f5d44c8290854bf3,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1,755a8f15e111a90d831901df0f279e06d514bf0be3125b3d68ff366234f4a711
146,1400000,3,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,3,3,2719eabd00df02f0fca513418df8528d58f09a3f4a8a7161f5d44c8290854bf3,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1,755a8f15e111a90d831901df0f279e06d514bf0be3125b3d68ff366234f4a711
147,1400000,3,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,3,3,679675e42d193dde5d029c3728ce554dcd2c26881a2ad173661013ba4376fb02,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1,ba9f7ae12f8acc8203682de02d35ac74efc719eedf37ea441d0a904d53249ec5
147,1400000,3,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,3,3,679675e42d193dde5d029c3728ce554dcd2c26881a2ad173661013ba4376fb02,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1,ba9f7ae12f8acc8203682de02d35ac74efc719eedf37ea441d0a904d53249ec5
148,1400000,3,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,4,4,a7c4d1319d2762f292ee923036c46b4d9f3dc34ce13ecadf528e022b1d2027ec,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1,adf67c9aaf5a3b3ea258ac975c3dd44a93a03bda0b3a88847e53382997ae1a94
148,1400000,3,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,4,4,a7c4d1319d2762f292ee923036c46b4d9f3dc34ce13ecadf528e022b1d2027ec,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1,adf67c9aaf5a3b3ea258ac975c3dd44a93a03bda0b3a88847e53382997ae1a94
149,1400000,3,c4_late_modulation,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,5aa02cf070318a7f7ffcaf69cfe72e3267a41769fb9405979e6abef4220ebb58,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1,3c6388f71fdf37be04b1e7a895f276d8f68a1ab38549150bfacb00d99dbf6cf4
149,1400000,3,c4_late_modulation,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,5aa02cf070318a7f7ffcaf69cfe72e3267a41769fb9405979e6abef4220ebb58,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1,3c6388f71fdf37be04b1e7a895f276d8f68a1ab38549150bfacb00d99dbf6cf4
150,1400000,3,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,4,4,c13cc398109fdbd2102a5f28f2fb12a3f65ca3ec54a0da25def8a82d419b52b0,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1,15c00820a857a6c65f97377ce56529b3d67661d0cf3de2606bebebd6bf422b6d
150,1400000,3,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,4,4,c13cc398109fdbd2102a5f28f2fb12a3f65ca3ec54a0da25def8a82d419b52b0,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1,15c00820a857a6c65f97377ce56529b3d67661d0cf3de2606bebebd6bf422b6d
151,1400000,3,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,74595d65a0ceff869ef64de9054b67882e4d665c503bc3da18c7b0a385084920,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1,0b084fc69c731b3439068a1b0248b54c9eb9a0dca3649d56ffdb4c7f90ab85b6
151,1400000,3,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,74595d65a0ceff869ef64de9054b67882e4d665c503bc3da18c7b0a385084920,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1,0b084fc69c731b3439068a1b0248b54c9eb9a0dca3649d56ffdb4c7f90ab85b6
152,1400000,3,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,56cd15cd2a88fbd05e24f4022dcc6cc5cd8c094a7ca7d2a97a670a64d52d7cf9,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1,755a8f15e111a90d831901df0f279e06d514bf0be3125b3d68ff366234f4a711
152,1400000,3,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,3,3,56cd15cd2a88fbd05e24f4022dcc6cc5cd8c094a7ca7d2a97a670a64d52d7cf9,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1,755a8f15e111a90d831901df0f279e06d514bf0be3125b3d68ff366234f4a711
153,1400000,3,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,5c4e6359d546b760753e00eb3cb9945af20760ba2a7b5d4e5e7dd3a3a76fe0a0,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1,d6939271c7ec0fd654c3c6fcf5eb35cfa177c41d52830455fef6b96ec44f5dd8
153,1400000,3,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,5c4e6359d546b760753e00eb3cb9945af20760ba2a7b5d4e5e7dd3a3a76fe0a0,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1,d6939271c7ec0fd654c3c6fcf5eb35cfa177c41d52830455fef6b96ec44f5dd8
154,1400000,3,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,3,3,70800446e1dad09418d23e96bb4321f915bb6feeb98959a0d8942b6be86b7c7a,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1,cc60f5eaa331e6ea68598bd1c40dc9204f2872bea788386f21433e9feafb4593
154,1400000,3,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,3,3,70800446e1dad09418d23e96bb4321f915bb6feeb98959a0d8942b6be86b7c7a,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1,cc60f5eaa331e6ea68598bd1c40dc9204f2872bea788386f21433e9feafb4593
155,1400000,4,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,4,4,06dec99ab8d8edc0a643c10bb11b98d1b615336cfff6948d6f1960abe5d0d8ed,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1,97b08a654f3281d8f1fbb5f716e54bcc59f0b23126b36f2fe35aab43e90d1b02
155,1400000,4,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,4,4,06dec99ab8d8edc0a643c10bb11b98d1b615336cfff6948d6f1960abe5d0d8ed,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1,97b08a654f3281d8f1fbb5f716e54bcc59f0b23126b36f2fe35aab43e90d1b02
156,1400000,4,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,5bbc26e69dc91962a3e54917faf1d3cfd920e17650b8b9004ed4a90bf5e42e93,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1,dc495d89785ec8e8e9c1a298038aa01c5cfb153e3eb5dfd7f555bf040cbe6a1b
156,1400000,4,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,5bbc26e69dc91962a3e54917faf1d3cfd920e17650b8b9004ed4a90bf5e42e93,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1,dc495d89785ec8e8e9c1a298038aa01c5cfb153e3eb5dfd7f555bf040cbe6a1b
157,1400000,4,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,4,4,b954d2e594cb41a26d93d7303fe0a2cdb928a075788c859404cec62ddc4b072d,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1,9a93aca0a67c8f4cb67638e97e6b6c814d988a1c28a210b62f78a0a109988682
157,1400000,4,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,4,4,b954d2e594cb41a26d93d7303fe0a2cdb928a075788c859404cec62ddc4b072d,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1,9a93aca0a67c8f4cb67638e97e6b6c814d988a1c28a210b62f78a0a109988682
158,1400000,4,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,4,4,828c2f71f5009dbc1eb90524810016f92e210f5c2624f1e6897b2b0f20310b18,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1,52a141d9b63b35904dea030920fe0dd8197ee65a943e59a230308b1c1117f556
158,1400000,4,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,4,4,828c2f71f5009dbc1eb90524810016f92e210f5c2624f1e6897b2b0f20310b18,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1,52a141d9b63b35904dea030920fe0dd8197ee65a943e59a230308b1c1117f556
159,1400000,4,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,5,5,b616735d8e64d935172ffd1c9aa4745570292a61791282c377c73370cca820e3,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1,17f08be246de42dd35cb31bbd067e9b4a3066509cb50214bd6391fad5781160e
159,1400000,4,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,5,5,b616735d8e64d935172ffd1c9aa4745570292a61791282c377c73370cca820e3,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1,17f08be246de42dd35cb31bbd067e9b4a3066509cb50214bd6391fad5781160e
160,1400000,4,c4_late_modulation,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,60f5f8ac8d600db4b99f7aabb28d05b058d50062a6edb71700956cd9528fd02f,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1,ae3ae6c09fadf45c8a618da08f40dc937169dfc768ba6cef9120ab28e43a50a2
160,1400000,4,c4_late_modulation,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,60f5f8ac8d600db4b99f7aabb28d05b058d50062a6edb71700956cd9528fd02f,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1,ae3ae6c09fadf45c8a618da08f40dc937169dfc768ba6cef9120ab28e43a50a2
161,1400000,4,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,5,5,725a8267a5240474aa8ede67f82070fe17ded47e9a05f1554b6edacd2be22e7f,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1,8d41d3e18eab44a9ef5023af566c97d4884f22fe00fad8c46d10694a01cc978c
161,1400000,4,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,5,5,725a8267a5240474aa8ede67f82070fe17ded47e9a05f1554b6edacd2be22e7f,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1,8d41d3e18eab44a9ef5023af566c97d4884f22fe00fad8c46d10694a01cc978c
162,1400000,4,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,5bbc26e69dc91962a3e54917faf1d3cfd920e17650b8b9004ed4a90bf5e42e93,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1,dc495d89785ec8e8e9c1a298038aa01c5cfb153e3eb5dfd7f555bf040cbe6a1b
162,1400000,4,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,5bbc26e69dc91962a3e54917faf1d3cfd920e17650b8b9004ed4a90bf5e42e93,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1,dc495d89785ec8e8e9c1a298038aa01c5cfb153e3eb5dfd7f555bf040cbe6a1b
163,1400000,4,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,31c0f6d38c6508f35f93ef2624d85006e986f8e0ba17435cb555d05aae2e4c59,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1,9a93aca0a67c8f4cb67638e97e6b6c814d988a1c28a210b62f78a0a109988682
163,1400000,4,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,4,4,31c0f6d38c6508f35f93ef2624d85006e986f8e0ba17435cb555d05aae2e4c59,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1,9a93aca0a67c8f4cb67638e97e6b6c814d988a1c28a210b62f78a0a109988682
164,1400000,4,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,f5bb4e2e7b882f6484a271e1cc9cf69f10fa0838232823a826747fc784324c00,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1,62faa960cdceee933f85c1ce5b422ce04662c157b01fe844e684175eaac38cad
164,1400000,4,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,f5bb4e2e7b882f6484a271e1cc9cf69f10fa0838232823a826747fc784324c00,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1,62faa960cdceee933f85c1ce5b422ce04662c157b01fe844e684175eaac38cad
165,1400000,4,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,4,4,f6935796e072392aa384edaff29e09bdf87ce2bcb7291520f453f61c8ea89359,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1,8bcfbaa939b634bd990f05de46d70bd447bcf0f68b25163abdf1699b30cd433d
165,1400000,4,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,4,4,f6935796e072392aa384edaff29e09bdf87ce2bcb7291520f453f61c8ea89359,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1,8bcfbaa939b634bd990f05de46d70bd447bcf0f68b25163abdf1699b30cd433d
166,1400000,5,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,5,5,0675a8950aabfc9e2d0f28a020086bd649389d00cc0867729b659cf56f0d4c98,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1,cd35a9565a1da4d22b53489095b524fc5ea7af11c4b4d8875b4247b12853d94c
166,1400000,5,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,5,5,0675a8950aabfc9e2d0f28a020086bd649389d00cc0867729b659cf56f0d4c98,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1,cd35a9565a1da4d22b53489095b524fc5ea7af11c4b4d8875b4247b12853d94c
167,1400000,5,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,581a1e329be244351565df983cc297fb5c195ac5a5c74b214e9265932e508060,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1,d83eb6bd86a426f9cf0a1388a5c760d195d7a57943dde7db4eefadea5f9170a2
167,1400000,5,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,581a1e329be244351565df983cc297fb5c195ac5a5c74b214e9265932e508060,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1,d83eb6bd86a426f9cf0a1388a5c760d195d7a57943dde7db4eefadea5f9170a2
168,1400000,5,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,5,5,ef01ddb0093882a698868630e6949799dffd9d88b0ee3c433f6c9514a70a8358,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1,a6770b373cdfbe8cfd022e8b442f29a5c2eb076b57760242a6af6a94847c9e51
168,1400000,5,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,5,5,ef01ddb0093882a698868630e6949799dffd9d88b0ee3c433f6c9514a70a8358,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1,a6770b373cdfbe8cfd022e8b442f29a5c2eb076b57760242a6af6a94847c9e51
169,1400000,5,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,5,5,50be3e1c94dae1d2bfcb477a6b5ad86820f69ae1be4777270ee02870c233f0b6,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1,cfed9b045b4ba9a0c925e1463372b1f77071f7757491a88e93178b9a806f7df7
169,1400000,5,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,5,5,50be3e1c94dae1d2bfcb477a6b5ad86820f69ae1be4777270ee02870c233f0b6,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1,cfed9b045b4ba9a0c925e1463372b1f77071f7757491a88e93178b9a806f7df7
170,1400000,5,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,6,6,05848f333ccbd5f93f7a4eb0c28f3f12b92dc8f1b5bbb67849dfad572c8ccaf1,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1,07fac0c3816d4eccd4168ea02e21c2ed674e9a00a6b0e1d89892a5f51114dbf0
170,1400000,5,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,6,6,05848f333ccbd5f93f7a4eb0c28f3f12b92dc8f1b5bbb67849dfad572c8ccaf1,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1,07fac0c3816d4eccd4168ea02e21c2ed674e9a00a6b0e1d89892a5f51114dbf0
171,1400000,5,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,180f86501d89ecd37020c9323526f40981456284e542042c2ad9bc5c5d481289,d6df230b5513cb422e07cce01ebe0777201ad5c599473363ff7f3d3112327d30,1,c73daed0a95b9960fc5b9f6d0d0f656d706097ddff53251b7d4cfe87cb30c475
171,1400000,5,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,180f86501d89ecd37020c9323526f40981456284e542042c2ad9bc5c5d481289,d6df230b5513cb422e07cce01ebe0777201ad5c599473363ff7f3d3112327d30,1,c73daed0a95b9960fc5b9f6d0d0f656d706097ddff53251b7d4cfe87cb30c475
172,1400000,5,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,6,6,3c32bdc0074a7beba2694e58364440aa4169366eaf17ef215ba6c22a869899f3,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1,d649b692bc4604dabb6ae3611453e47caadf6806fa013b1dc4e6d9cd6d15bcd4
172,1400000,5,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,6,6,3c32bdc0074a7beba2694e58364440aa4169366eaf17ef215ba6c22a869899f3,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1,d649b692bc4604dabb6ae3611453e47caadf6806fa013b1dc4e6d9cd6d15bcd4
173,1400000,5,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,5,5,581a1e329be244351565df983cc297fb5c195ac5a5c74b214e9265932e508060,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1,d83eb6bd86a426f9cf0a1388a5c760d195d7a57943dde7db4eefadea5f9170a2
