case_id,root,initial_phase,scenario,mechanics,a_updates,b_updates,a_initial_resistance,a_final_resistance,a_initial_coupling,a_final_coupling,a_live,b_initial_resistance,b_final_resistance,b_initial_coupling,b_final_coupling,b_live,drive_deliveries,modulatory_deliveries,fires,resistance_events,proposals,deallocations,crossings,ca_fires,physical_work,final_tick,pressure_phase,trace_hash,body_hash,quiescent
178,1400000,6,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,4e0e3fc1ea2adfa6272b2069fea8d60bfe3ae7d060f9a4ae9320f266cf5e626d,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
179,1400000,6,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,6,6,cdcd2508a4265c036e927cfba6ad38647cdad6626b5d52cf106e4e1f1aec5084,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
179,1400000,6,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,6,6,cdcd2508a4265c036e927cfba6ad38647cdad6626b5d52cf106e4e1f1aec5084,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
180,1400000,6,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,6,6,afb2a464c3c469b9d8a9c79fda07d92171de4505a09bac2183e58e7e9b93bb32,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
180,1400000,6,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,6,6,afb2a464c3c469b9d8a9c79fda07d92171de4505a09bac2183e58e7e9b93bb32,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
181,1400000,6,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,7,7,7d7ade8a13aaabe6544460598dcf07e98a8ab3d44ac52ecf4b881e39e951212a,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
181,1400000,6,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,7,7,7d7ade8a13aaabe6544460598dcf07e98a8ab3d44ac52ecf4b881e39e951212a,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
182,1400000,6,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,11,1,2b1f2f6a217d34bfb10e5057ca064e5fc994e0f86f6d9682b3e1d3872f2655f2,d6df230b5513cb422e07cce01ebe0777201ad5c599473363ff7f3d3112327d30,1
182,1400000,6,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,11,1,2b1f2f6a217d34bfb10e5057ca064e5fc994e0f86f6d9682b3e1d3872f2655f2,d6df230b5513cb422e07cce01ebe0777201ad5c599473363ff7f3d3112327d30,1
183,1400000,6,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,7,7,d691fdd30ca01ba684b51a8ca43a2d8fe15c836f41ed4004e35f68f0f56aad45,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
183,1400000,6,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,7,7,d691fdd30ca01ba684b51a8ca43a2d8fe15c836f41ed4004e35f68f0f56aad45,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
184,1400000,6,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,29b872030f97d6e7da063798eafb9a27d814417ca381e51f273ca139474e13ee,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
184,1400000,6,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,29b872030f97d6e7da063798eafb9a27d814417ca381e51f273ca139474e13ee,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
185,1400000,6,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,fe484b4c50aa4338801d0018184504b74244a96c3806cc381fb799aaada96f8a,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
185,1400000,6,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,6,6,fe484b4c50aa4338801d0018184504b74244a96c3806cc381fb799aaada96f8a,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
186,1400000,6,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,3dbb578868c7e3d5a7285f8bfa0bd1e89584c08ebde2b32a0d3927c1913bf936,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
186,1400000,6,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,3dbb578868c7e3d5a7285f8bfa0bd1e89584c08ebde2b32a0d3927c1913bf936,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
187,1400000,6,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,6,6,d78894a12a158e9b7caeeb46f27c29ff227e482d1dfbda16bcc65d7db3470fe9,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
187,1400000,6,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,6,6,d78894a12a158e9b7caeeb46f27c29ff227e482d1dfbda16bcc65d7db3470fe9,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
188,1400000,7,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,7,7,f83ed4e40af0fd0a8cd68533152e877c20e27ed4671c8b659fd8c964af3f9eaf,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
188,1400000,7,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,7,7,f83ed4e40af0fd0a8cd68533152e877c20e27ed4671c8b659fd8c964af3f9eaf,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
189,1400000,7,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,40b573e3ee2ed1546e989eda80a7d279688afc75abe8e770f265659204cf0825,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
189,1400000,7,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,40b573e3ee2ed1546e989eda80a7d279688afc75abe8e770f265659204cf0825,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
190,1400000,7,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,7,7,147b49810333de825c27f98435ad403c2b18e3b358663c3420a5c5b69158996d,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
190,1400000,7,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,7,7,147b49810333de825c27f98435ad403c2b18e3b358663c3420a5c5b69158996d,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
191,1400000,7,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,7,7,5214a792d2e0df5d88fead5e3cd3b345efe1d4904fb114f61ab5e9bfc5fe66de,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
191,1400000,7,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,7,7,5214a792d2e0df5d88fead5e3cd3b345efe1d4904fb114f61ab5e9bfc5fe66de,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
192,1400000,7,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,8,8,ee14567dfd07c7f99ddb836994460d89a7a46ddd11db3c7f46ca2f074a74cb7b,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
192,1400000,7,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,8,8,ee14567dfd07c7f99ddb836994460d89a7a46ddd11db3c7f46ca2f074a74cb7b,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
193,1400000,7,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,12,2,3f8674e15a618d626ddb6ee8052452b89cf28446ad43123ec898d4e8c118c094,d6df230b5513cb422e07cce01ebe0777201ad5c599473363ff7f3d3112327d30,1
193,1400000,7,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,12,2,3f8674e15a618d626ddb6ee8052452b89cf28446ad43123ec898d4e8c118c094,d6df230b5513cb422e07cce01ebe0777201ad5c599473363ff7f3d3112327d30,1
194,1400000,7,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,8,8,cdcff9ebc77f3677ca0fdb159e225b8f1a4317f1409c587f8e72236491d7a4ed,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
194,1400000,7,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,8,8,cdcff9ebc77f3677ca0fdb159e225b8f1a4317f1409c587f8e72236491d7a4ed,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
195,1400000,7,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,48279a69bbae2849f8e706db3ce1d6af585b0a9bc23214af799b4e2bb2326583,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
195,1400000,7,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,48279a69bbae2849f8e706db3ce1d6af585b0a9bc23214af799b4e2bb2326583,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
196,1400000,7,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,9c55e665cd2e7015963d574ed219a27dda9d74ca8f6990b914bb6afa94b935b1,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
196,1400000,7,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,7,7,9c55e665cd2e7015963d574ed219a27dda9d74ca8f6990b914bb6afa94b935b1,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
197,1400000,7,c6_timing_offset,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,635251b4c11e793d81dffae6dc74f3bef2c5c5d640a428d1c2c923a98d5f6c34,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
197,1400000,7,c6_timing_offset,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,635251b4c11e793d81dffae6dc74f3bef2c5c5d640a428d1c2c923a98d5f6c34,ace08be659ed980b8d7d2bb763d452686c2ba3325f133372ed4b92f09d5c4a02,1
198,1400000,7,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,7,7,c3de5bbb36ae76b29f9092448b8dcad55273906e2c4b1e94e8b7349ee70b8c75,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
198,1400000,7,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,7,7,c3de5bbb36ae76b29f9092448b8dcad55273906e2c4b1e94e8b7349ee70b8c75,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
199,1400000,8,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,8,8,e6eddecf8cbac94af52aced4a51ea16330af4ae51aebdcf6b642ce9d0a090953,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
199,1400000,8,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,8,8,e6eddecf8cbac94af52aced4a51ea16330af4ae51aebdcf6b642ce9d0a090953,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
200,1400000,8,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,c855c72582e3714b47ca021dff60022b778fc0aa7d2dd81963cff1a94655725c,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
200,1400000,8,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,c855c72582e3714b47ca021dff60022b778fc0aa7d2dd81963cff1a94655725c,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
201,1400000,8,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,8,8,1630b62da27717d787b97573176153bbfe39cd9e1882358e72275d1b46d64ace,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
201,1400000,8,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,8,8,1630b62da27717d787b97573176153bbfe39cd9e1882358e72275d1b46d64ace,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
202,1400000,8,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,8,8,444232d835041312aadfe9abc8b238c3f76523f9e14ba82ff4666a4568783cda,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
202,1400000,8,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,8,8,444232d835041312aadfe9abc8b238c3f76523f9e14ba82ff4666a4568783cda,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
203,1400000,8,c3_drive_at_ca,reference,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,9,9,0a8c307c18112e64224f539808da68c167a72fcd5336b8ab51ac737b8b88a63c,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
203,1400000,8,c3_drive_at_ca,production,0,0,4,4,1,1,1,4,4,1,1,1,7,0,4,0,0,0,0,2,7,9,9,0a8c307c18112e64224f539808da68c167a72fcd5336b8ab51ac737b8b88a63c,7726192f2ed9d9abe8b7d777e58902b62f7ff597c539fbe2e71d261fc8bde37a,1
204,1400000,8,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,13,3,ed067662b7674550c60e90f99aa68f4bdd05af7e7a2f46af6b1aae1311e81e3b,d6df230b5513cb422e07cce01ebe0777201ad5c599473363ff7f3d3112327d30,1
204,1400000,8,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,13,3,ed067662b7674550c60e90f99aa68f4bdd05af7e7a2f46af6b1aae1311e81e3b,d6df230b5513cb422e07cce01ebe0777201ad5c599473363ff7f3d3112327d30,1
205,1400000,8,c5_dense_distractors,reference,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,9,9,4610227d476d9015faca08eb36ff4a5ff8aa6fd85dad831d19a9800fe3698940,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
205,1400000,8,c5_dense_distractors,production,1,0,4,7,1,1,1,4,4,1,1,1,71,1,37,1,0,0,0,2,73,9,9,4610227d476d9015faca08eb36ff4a5ff8aa6fd85dad831d19a9800fe3698940,204c338963b6e36a05a0bd788531523e1a09e89311658289577e47d4c2b8c754,1
206,1400000,8,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,7c40f89af171b76c7e6fea9165bf72c7a66884a8e3afecda23a77e6dcaf0e5a4,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
206,1400000,8,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,7c40f89af171b76c7e6fea9165bf72c7a66884a8e3afecda23a77e6dcaf0e5a4,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
207,1400000,8,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,d36b824a430a2efc347545949ccf67fc84d7613cee1351211817e5a4d20448db,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
207,1400000,8,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,8,8,d36b824a430a2efc347545949ccf67fc84d7613cee1351211817e5a4d20448db,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
208,1400000,8,c6_timing_offset,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,2bdf8e8d1869745fa1f1fecaf45db35410e6f13988fa7ff4438ec64377c9f37f,27a5cb10831b8a1a825fad4ad1bfd0a78219cf0755ee5eab59582bcad728b797,1
208,1400000,8,c6_timing_offset,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,10,0,2bdf8e8d1869745fa1f1fecaf45db35410e6f13988fa7ff4438ec64377c9f37f,27a5cb10831b8a1a825fad4ad1bfd0a78219cf0755ee5eab59582bcad728b797,1
209,1400000,8,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,8,8,2d796f627a2421132a5685cb39ffd35d6d37a3e1e446b2f8352b2fa235534879,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
209,1400000,8,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,8,8,2d796f627a2421132a5685cb39ffd35d6d37a3e1e446b2f8352b2fa235534879,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
210,1400000,9,old_source_local,reference,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,9,9,12f3645aab62128fb79f89595ac3fc2cfe5d40aa60d4b60d10206868129d87ce,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
210,1400000,9,old_source_local,production,1,1,4,7,1,1,1,4,7,1,1,1,4,1,2,2,0,0,0,1,7,9,9,12f3645aab62128fb79f89595ac3fc2cfe5d40aa60d4b60d10206868129d87ce,db0a44b9120a9dd199beadf045694ff4c66a610a53fa6c0a8ff0bbd06a9447f9,1
211,1400000,9,c0_contact_a,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,48c0ba4b027c0e3a7976b32d7b2c11afb7ade7017a2b41af9ff231d4b5e9cfa9,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
211,1400000,9,c0_contact_a,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,48c0ba4b027c0e3a7976b32d7b2c11afb7ade7017a2b41af9ff231d4b5e9cfa9,ba00d12572db4b31f97c445384f9a518f17f3e4a15fd622b1013972b88d93d4c,1
212,1400000,9,c1_contact_b,reference,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,9,9,9215bae0abb3a6653eeca5c96ce6e446936ab5335c0b3692a1efc1f0975c2221,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
212,1400000,9,c1_contact_b,production,0,1,4,4,1,1,1,4,7,1,1,1,6,1,4,1,0,0,0,1,8,9,9,9215bae0abb3a6653eeca5c96ce6e446936ab5335c0b3692a1efc1f0975c2221,10c869f16a8f2fa80fc6d1a1a4605f7db2021487ac8202f28259ab751b8225f6,1
213,1400000,9,c2_a_not_traversed,reference,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,9,9,1967fc920234e9c5540359207dabf69720f8e683c4d5f47607379c2caab58a1a,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
213,1400000,9,c2_a_not_traversed,production,0,0,4,4,1,1,1,4,4,1,1,1,3,1,2,0,0,0,0,0,4,9,9,1967fc920234e9c5540359207dabf69720f8e683c4d5f47607379c2caab58a1a,11836b80ee5afebba3003edd95de7ba1311ed73a4cdd280a168571df52ac07fc,1
214,1400000,9,c3_drive_at_ca,reference,0,0,4,3,1,1,1,4,3,1,1,1,7,0,4,0,0,0,0,2,7,10,0,3eef89951bff6c9e8b2ba45b627dbede016b43139309059c5031bfad719c69ec,f86691b799275dab113c79903fe84395c56ccf43def21ac727db6c7419013ab0,1
214,1400000,9,c3_drive_at_ca,production,0,0,4,3,1,1,1,4,3,1,1,1,7,0,4,0,0,0,0,2,7,10,0,3eef89951bff6c9e8b2ba45b627dbede016b43139309059c5031bfad719c69ec,f86691b799275dab113c79903fe84395c56ccf43def21ac727db6c7419013ab0,1
215,1400000,9,c4_late_modulation,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,14,4,ea7b88a1886cfe71617315ae1a2bc31d30fcc8674a840ee03525cdca25e03ed4,d6df230b5513cb422e07cce01ebe0777201ad5c599473363ff7f3d3112327d30,1
215,1400000,9,c4_late_modulation,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,14,4,ea7b88a1886cfe71617315ae1a2bc31d30fcc8674a840ee03525cdca25e03ed4,d6df230b5513cb422e07cce01ebe0777201ad5c599473363ff7f3d3112327d30,1
216,1400000,9,c5_dense_distractors,reference,1,0,4,6,1,1,1,4,3,1,1,1,71,1,37,1,0,0,0,2,73,10,0,32c77dfac0f414de48c4760d89016f0c19d67cb18efc133cce9be83ee225248c,dc1f987373fbb964ac5477fc8f003b242572e44a891c1227a087cf71328c015c,1
216,1400000,9,c5_dense_distractors,production,1,0,4,6,1,1,1,4,3,1,1,1,71,1,37,1,0,0,0,2,73,10,0,32c77dfac0f414de48c4760d89016f0c19d67cb18efc133cce9be83ee225248c,dc1f987373fbb964ac5477fc8f003b242572e44a891c1227a087cf71328c015c,1
217,1400000,9,c6_swapped_identity,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,2e8d1bedb571bc9f8140fe5a7d5afebdd53098caa9c92ab4c6eb27bb04c280da,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
217,1400000,9,c6_swapped_identity,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,2e8d1bedb571bc9f8140fe5a7d5afebdd53098caa9c92ab4c6eb27bb04c280da,6af23378e0ef8d547bd2779f240a372dab8f30fceb08ff94d71ce982332b95d9,1
218,1400000,9,c6_reverse_order,reference,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,e47d7a0ddd5927041d2e2a5dc06c22e5c77da634605fe245b4305ffa33aedaba,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
218,1400000,9,c6_reverse_order,production,1,0,4,7,1,1,1,4,4,1,1,1,6,1,4,1,0,0,0,1,8,9,9,e47d7a0ddd5927041d2e2a5dc06c22e5c77da634605fe245b4305ffa33aedaba,1196c6e8fe2e434ca12653a7009105add40a0f879c50133219163c9caa6ba765,1
219,1400000,9,c6_timing_offset,reference,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,11,1,a73f44f14ad82dae0be01ba322eb3faf36f7bf316a1e074ad7eff947c7d7bb8d,27a5cb10831b8a1a825fad4ad1bfd0a78219cf0755ee5eab59582bcad728b797,1
219,1400000,9,c6_timing_offset,production,1,0,4,6,1,1,1,4,3,1,1,1,6,1,4,1,0,0,0,1,8,11,1,a73f44f14ad82dae0be01ba322eb3faf36f7bf316a1e074ad7eff947c7d7bb8d,27a5cb10831b8a1a825fad4ad1bfd0a78219cf0755ee5eab59582bcad728b797,1
220,1400000,9,c7_contact_fanout,reference,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,9,9,0bff7585103acf85a8a2c58a423a21a392080075cc7ae0db09db2475c34dd337,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
220,1400000,9,c7_contact_fanout,production,1,1,4,7,1,1,1,4,7,1,1,1,6,1,4,2,0,0,0,1,9,9,9,0bff7585103acf85a8a2c58a423a21a392080075cc7ae0db09db2475c34dd337,9ff6f22cea183b936585c3186172b78964d71816fc41260a83300492c856e45b,1
